2332.48047053  0.923544200947
1858.44677375  0.596313932967
1552.97232863  0.41359979124
1241.71432508  0.222407925403
1072.29473614  0.144751062981
899.200151302  0.084281843073
685.271572725  0.0257663878998
578.795636162  0.0126948315643
441.091662349  0.00385027924258
364.431842579  0.00168365133444
249.799492532  0.000593947202453
153.892456167  9.61012071177e-05
89.4095080079  1.40218344711e-05
44.3750374686  1.59882030286e-06
26.2634371924  3.13099382221e-07
21.0735714664  1.41338040944e-07
18.4693845502  1.11335105336e-07
13.6806400136  9.64841463055e-08
12.1242116285  9.19878715168e-08
11.061560868  6.63906745404e-08
8.43187771828  2.7241634431e-08
7.86419068327  2.16301957148e-08
7.33551188453  1.96611841935e-08
6.40817118356  2.59721422005e-08
4.66344263794  4.82989649436e-08
2.81763858448  1.82303276088e-07
1.81157965181  6.50835903078e-07
1.27145007166  1.91976017261e-06
1.09870209043  2.88013457438e-06
0.925201159634  3.21937836175e-06
